Mal ID,Username,Gender,Birthday,Location,Joined,Days Watched,Mean Score,Watching,Completed,On Hold,Dropped,Plan to Watch,Total Entries,Rewatched,Episodes Watched
4926,honeybunch,Non-Binary,1988-01-26T00:00:00+00:00,Northern New Jersey,2007-05-29T00:00:00+00:00,43.6,7.01,14.0,94.0,22.0,43.0,85.0,258.0,7.0,2545.0
4927,ManCalledLogi,Male,1986-11-28T00:00:00+00:00,"Bucharest, Romania",2007-05-29T00:00:00+00:00,125.6,7.56,9.0,409.0,21.0,35.0,169.0,643.0,6.0,7255.0
4928,adiknor17,,,,2007-05-29T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4929,JordanRinehart,,,,2007-05-29T00:00:00+00:00,23.6,8.26,19.0,85.0,2.0,1.0,68.0,175.0,10.0,1286.0
4930,BattyPirate,,,,2007-05-29T00:00:00+00:00,20.0,8.14,5.0,18.0,3.0,3.0,8.0,37.0,3.0,1198.0
4931,eight_of_spades,Male,1990-04-08T00:00:00+00:00,,2007-05-29T00:00:00+00:00,14.8,8.52,4.0,53.0,3.0,3.0,0.0,63.0,2.0,847.0
4932,jhellai,,,,2007-05-29T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933,keene_kaichii_mi,Female,1994-03-23T00:00:00+00:00,"manila,philippines",2007-05-30T00:00:00+00:00,24.7,9.24,4.0,13.0,4.0,1.0,13.0,35.0,0.0,1496.0
4934,GambitBladeX,,,,2007-05-30T00:00:00+00:00,31.3,7.61,8.0,67.0,9.0,3.0,12.0,99.0,0.0,1845.0
4935,Bartistuta,,,,2007-05-30T00:00:00+00:00,5.2,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,310.0
4936,daswandern,,,,2007-05-30T00:00:00+00:00,22.7,7.93,6.0,55.0,2.0,0.0,0.0,63.0,0.0,1341.0
4937,Taylor,Male,,South England,2007-05-30T00:00:00+00:00,179.9,8.04,12.0,662.0,91.0,117.0,29.0,911.0,30.0,10963.0
4938,madexinxhell,Female,1987-06-26T00:00:00+00:00,"Scotland, UK",2007-05-30T00:00:00+00:00,7.5,9.02,6.0,40.0,2.0,0.0,5.0,53.0,0.0,383.0
4939,NoodleKnight,,,California,2007-05-30T00:00:00+00:00,48.3,9.0,41.0,229.0,29.0,18.0,106.0,423.0,4.0,3049.0
4940,Demonblooded,,,,2007-05-30T00:00:00+00:00,5.7,7.11,4.0,6.0,1.0,1.0,0.0,12.0,6.0,342.0
4941,andgitfullice,,1990-11-17T00:00:00+00:00,Denmark,2007-05-30T00:00:00+00:00,15.8,7.24,3.0,10.0,6.0,3.0,9.0,31.0,42.0,1065.0
4942,tanshuling,,,,2007-05-30T00:00:00+00:00,0.5,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
4944,Dohko1,,,,2007-05-30T00:00:00+00:00,0.9,9.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,52.0
4945,otakun,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4946,mastermaniac77,Male,1988-10-22T00:00:00+00:00,MAlaysia,2007-05-30T00:00:00+00:00,5.5,9.0,3.0,28.0,9.0,12.0,6.0,58.0,3.0,336.0
4947,Zedducius,,,,2007-05-30T00:00:00+00:00,93.3,7.58,1.0,157.0,0.0,2.0,2.0,162.0,67.0,5456.0
4948,rubes,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4949,Death399,Male,1988-11-16T00:00:00+00:00,N.C.,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4950,Telli,Male,1988-12-19T00:00:00+00:00,"Haugesund, Norway",2007-05-30T00:00:00+00:00,3.9,8.6,4.0,1.0,0.0,1.0,0.0,6.0,1.0,232.0
4951,Cloudrayne,Male,1982-08-07T00:00:00+00:00,"Pinson, Alabama",2007-05-30T00:00:00+00:00,110.7,8.07,54.0,305.0,29.0,10.0,82.0,480.0,27.0,6553.0
4952,Hiyono,,,,2007-05-30T00:00:00+00:00,22.8,0.0,9.0,47.0,4.0,1.0,4.0,65.0,0.0,1372.0
4953,ibreatheanime,,,,2007-05-30T00:00:00+00:00,13.5,7.53,19.0,15.0,5.0,0.0,45.0,84.0,1.0,812.0
4954,falisa,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4955,EJEsLLo,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4956,ta1yo,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4957,shady,Male,1987-10-21T00:00:00+00:00,,2007-05-30T00:00:00+00:00,26.5,7.18,6.0,33.0,0.0,0.0,28.0,67.0,30.0,1508.0
4958,blind616,,,,2007-05-30T00:00:00+00:00,34.0,9.89,6.0,35.0,9.0,0.0,18.0,68.0,0.0,2044.0
4959,RyuuzakiNeko,Male,1988-04-16T00:00:00+00:00,Florida,2007-05-30T00:00:00+00:00,36.3,8.63,12.0,102.0,4.0,0.0,8.0,126.0,5.0,2173.0
4960,bluetrooth,Male,1987-02-06T00:00:00+00:00,Belgium,2007-05-30T00:00:00+00:00,12.3,7.7,0.0,30.0,0.0,0.0,3.0,33.0,32.0,624.0
4961,Aurel,Female,1983-06-26T00:00:00+00:00,Germany,2007-05-30T00:00:00+00:00,131.6,6.17,3.0,485.0,1.0,20.0,0.0,509.0,6.0,8317.0
4962,asdfgh,,,,2007-05-30T00:00:00+00:00,92.2,7.97,15.0,448.0,22.0,4.0,201.0,690.0,82.0,5374.0
4963,Scoodles,Female,1989-10-11T00:00:00+00:00,Scotland,2007-05-30T00:00:00+00:00,37.3,6.11,2.0,60.0,11.0,26.0,8.0,107.0,0.0,2185.0
4964,Antipanda,Male,1983-03-02T00:00:00+00:00,St Louis Mo ... Or your Face. :D,2007-05-30T00:00:00+00:00,228.0,7.74,24.0,795.0,15.0,28.0,23.0,885.0,18.0,13494.0
4965,Druakian,,,,2007-05-30T00:00:00+00:00,2.3,7.33,1.0,2.0,0.0,0.0,0.0,3.0,3.0,129.0
4967,Meowzer,,,,2007-05-30T00:00:00+00:00,11.3,9.33,0.0,17.0,2.0,0.0,1.0,20.0,2.0,674.0
4968,sunnata,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4969,b_rad-G,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4970,DamoSuzuki,,,,2007-05-30T00:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4971,Yamatus,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4972,chosuki,Female,1983-03-29T00:00:00+00:00,,2007-05-30T00:00:00+00:00,53.6,7.31,3.0,115.0,1.0,19.0,5.0,143.0,0.0,3213.0
4973,porkyboi,,,,2007-05-30T00:00:00+00:00,13.9,9.78,1.0,8.0,0.0,0.0,0.0,9.0,0.0,829.0
4974,Poofydoofy,,,,2007-05-30T00:00:00+00:00,36.4,7.17,2.0,64.0,2.0,3.0,6.0,77.0,15.0,2123.0
4975,qjao,,,,2007-05-30T00:00:00+00:00,35.1,9.23,10.0,22.0,27.0,0.0,0.0,59.0,22.0,2029.0
4976,kuri_itaki,Male,1987-10-13T00:00:00+00:00,4chan,2007-05-30T00:00:00+00:00,27.6,7.43,0.0,79.0,4.0,12.0,82.0,177.0,27.0,1585.0
4977,dotSEA,Male,1987-11-26T00:00:00+00:00,Wherever,2007-05-30T00:00:00+00:00,37.1,7.7,4.0,97.0,7.0,6.0,4.0,118.0,10.0,2161.0
4978,emotoaster,,,,2007-05-30T00:00:00+00:00,7.5,8.67,1.0,9.0,5.0,0.0,5.0,20.0,6.0,431.0
4979,Jeff_J5Films,Male,1991-04-27T00:00:00+00:00,"Uxbridge, Ontario, Canada",2007-05-30T00:00:00+00:00,87.5,7.44,0.0,275.0,7.0,9.0,60.0,351.0,90.0,5167.0
4980,Natsume-Hyuuga,,1993-08-08T00:00:00+00:00,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4981,Kisaku,,,,2007-05-30T00:00:00+00:00,82.9,10.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,4976.0
4982,Mathies,Male,1984-08-07T00:00:00+00:00,Sweden,2007-05-30T00:00:00+00:00,22.8,6.15,8.0,63.0,1.0,7.0,4.0,83.0,16.0,1362.0
4983,ravingotaku,,,,2007-05-30T00:00:00+00:00,7.9,10.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,455.0
4984,Wafflez,,,,2007-05-30T00:00:00+00:00,5.4,10.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,325.0
4985,tommas99,,,,2007-05-30T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4986,muffinpie03,,,,2007-05-30T00:00:00+00:00,0.8,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,75.0
4987,ryos,Male,,Australia,2007-05-30T00:00:00+00:00,59.2,7.81,14.0,97.0,5.0,7.0,27.0,150.0,11.0,3446.0
4988,MBF,,,,2007-05-30T00:00:00+00:00,35.1,6.5,8.0,108.0,3.0,0.0,0.0,119.0,2.0,2017.0
4989,tazk,,,,2007-05-31T00:00:00+00:00,0.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0
4990,Sarix,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,arbeh,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4992,Kannabi,Female,,,2007-05-31T00:00:00+00:00,133.3,7.43,13.0,574.0,31.0,47.0,110.0,775.0,20.0,8042.0
4993,kanmurishigeru,,,,2007-05-31T00:00:00+00:00,0.8,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0
4994,Kenn,Male,1991-06-25T00:00:00+00:00,"Vancouver, British Columbia, Canada, North America",2007-05-31T00:00:00+00:00,157.1,6.98,1.0,591.0,2.0,49.0,1.0,644.0,19.0,9408.0
4995,zatoichi79,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4996,Sly_Bastard,Male,1990-07-09T00:00:00+00:00,"Moscow, Russia",2007-05-31T00:00:00+00:00,1.1,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,64.0
4997,meproduction,,,,2007-05-31T00:00:00+00:00,10.3,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,620.0
4998,tigeress02,,,,2007-05-31T00:00:00+00:00,255.4,7.73,14.0,1212.0,24.0,0.0,164.0,1414.0,0.0,16562.0
4999,MDLuffy,Male,,Atlanta,2007-05-31T00:00:00+00:00,124.3,7.53,2.0,199.0,21.0,10.0,111.0,343.0,18.0,7309.0
5000,ScrumYummy,Female,1985-02-24T00:00:00+00:00,"Portland, OR",2007-05-31T00:00:00+00:00,26.7,6.72,12.0,95.0,9.0,38.0,62.0,216.0,0.0,1435.0
5001,ac117noir,,1984-12-05T00:00:00+00:00,,2007-05-31T00:00:00+00:00,51.6,7.84,48.0,161.0,2.0,0.0,1.0,212.0,0.0,3022.0
5002,FuzzyDemon,Female,1992-03-10T00:00:00+00:00,,2007-05-31T00:00:00+00:00,63.0,9.07,2.0,117.0,22.0,0.0,55.0,196.0,2.0,3900.0
5003,anime4ever,Male,,,2007-05-31T00:00:00+00:00,22.9,8.75,9.0,28.0,0.0,0.0,10.0,47.0,0.0,1366.0
5004,mochaholic,Female,,,2007-05-31T00:00:00+00:00,283.2,6.97,11.0,1186.0,4.0,10.0,19.0,1230.0,16.0,17309.0
5005,bambi__,,,londonium,2007-05-31T00:00:00+00:00,15.5,8.33,5.0,66.0,8.0,0.0,4.0,83.0,0.0,829.0
5006,PsychoPocky,,1990-06-15T00:00:00+00:00,,2007-05-31T00:00:00+00:00,1.6,7.5,11.0,1.0,0.0,0.0,9.0,21.0,0.0,96.0
5007,debu,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,kodus,,,,2007-05-31T00:00:00+00:00,7.0,9.38,5.0,7.0,2.0,0.0,0.0,14.0,0.0,418.0
5009,falcorus,Male,1988-06-14T00:00:00+00:00,"Pullman, Washington",2007-05-31T00:00:00+00:00,28.4,6.83,2.0,52.0,4.0,8.0,10.0,76.0,9.0,1626.0
5010,Hikaruchan,Female,1988-03-18T00:00:00+00:00,"Winnipeg, Manitoba",2007-05-31T00:00:00+00:00,2.6,8.75,2.0,2.0,0.0,0.0,0.0,4.0,0.0,164.0
5011,Nixi,Female,1992-12-24T00:00:00+00:00,Seventh Heaven,2007-05-31T00:00:00+00:00,22.4,9.8,2.0,5.0,1.0,0.0,0.0,8.0,23.0,1358.0
5012,urbanprincess,,,,2007-05-31T00:00:00+00:00,13.9,8.35,2.0,14.0,5.0,0.0,19.0,40.0,1.0,854.0
5013,jan_vexel,,,,2007-05-31T00:00:00+00:00,15.5,10.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,930.0
5014,Leha,Female,,Riding a Wave of Manga and Doujinshi,2007-05-31T00:00:00+00:00,155.1,7.86,34.0,423.0,12.0,1.0,129.0,599.0,31.0,9324.0
5015,TheCrow,Male,1988-09-12T00:00:00+00:00,,2007-05-31T00:00:00+00:00,38.5,8.29,2.0,84.0,2.0,6.0,2.0,96.0,0.0,2268.0
5016,Astraea,Female,,UK,2007-05-31T00:00:00+00:00,74.5,7.21,56.0,155.0,71.0,57.0,146.0,485.0,1.0,4407.0
5017,causticXD,Male,1985-05-11T00:00:00+00:00,"Alberta, Canada",2007-05-31T00:00:00+00:00,305.1,6.81,11.0,655.0,0.0,81.0,32.0,779.0,58.0,18053.0
5018,xxdeadpeacexx,Male,1993-02-25T00:00:00+00:00,New Jersey,2007-05-31T00:00:00+00:00,54.8,8.13,2.0,89.0,0.0,0.0,0.0,91.0,0.0,3252.0
5019,Zalmari,Male,1987-12-28T00:00:00+00:00,,2007-05-31T00:00:00+00:00,76.4,7.19,20.0,198.0,0.0,0.0,0.0,218.0,9.0,4549.0
5020,Lazarus,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5021,Shison,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5022,Kura-chi,Female,1930-03-26T00:00:00+00:00,Moon,2007-05-31T00:00:00+00:00,50.1,7.96,12.0,65.0,1.0,1.0,9.0,88.0,54.0,2961.0
5023,blazerevo,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5024,riverman,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5025,Nozomi-chan,Female,1983-02-16T00:00:00+00:00,"Cincinnati, Ohio",2007-05-31T00:00:00+00:00,36.6,0.0,8.0,91.0,7.0,1.0,8.0,115.0,0.0,2203.0
5026,Esekieru,,,,2007-05-31T00:00:00+00:00,0.5,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.0
5027,Shinn87,Male,1987-05-07T00:00:00+00:00,"Sydney, Australia",2007-05-31T00:00:00+00:00,83.4,7.58,8.0,240.0,33.0,125.0,25.0,431.0,0.0,5007.0
5028,ebllissimo,,,,2007-05-31T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5029,charise,,,,2007-05-31T00:00:00+00:00,0.4,7.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,24.0
5030,elenniel,Female,,Malaysia,2007-06-01T00:00:00+00:00,24.9,6.62,3.0,42.0,0.0,5.0,1.0,51.0,2.0,1491.0
5031,areris,,,,2007-06-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5032,bb-doll,Female,,Sydney,2007-06-01T00:00:00+00:00,16.2,8.27,7.0,28.0,0.0,6.0,0.0,41.0,15.0,904.0
5033,Shonta,,,,2007-06-01T00:00:00+00:00,13.0,8.32,5.0,35.0,4.0,7.0,2.0,53.0,24.0,679.0
5034,xxyumexx,Female,,,2007-06-01T00:00:00+00:00,60.7,6.76,9.0,170.0,14.0,34.0,4.0,231.0,0.0,3613.0
5035,deadin10sec,,,,2007-06-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5036,rekky,Male,1989-01-17T00:00:00+00:00,Canada,2007-06-01T00:00:00+00:00,115.8,7.5,21.0,397.0,146.0,73.0,76.0,713.0,0.0,6961.0
5037,Shikyo,Female,,Poland,2007-06-01T00:00:00+00:00,662.6,6.66,4.0,1559.0,10.0,11.0,2.0,1586.0,567.0,40290.0
5038,Killerbee,Male,1980-08-18T00:00:00+00:00,"Lithuania, Vilnius",2007-06-01T00:00:00+00:00,363.7,6.78,3.0,1311.0,2.0,572.0,1.0,1889.0,1.0,21500.0
5039,pazza,Male,1973-09-28T00:00:00+00:00,"Swindon, UK",2007-06-01T00:00:00+00:00,1.7,8.47,1.0,15.0,1.0,0.0,12.0,29.0,1.0,48.0
5040,Soulbringer,,,Denmark,2007-06-01T00:00:00+00:00,621.3,7.71,47.0,429.0,0.0,0.0,26.0,502.0,1377.0,37169.0
5041,cooltown,Male,,,2007-06-01T00:00:00+00:00,9.1,8.3,7.0,4.0,0.0,0.0,7.0,18.0,6.0,548.0
5042,x207,,,,2007-06-01T00:00:00+00:00,124.8,7.82,11.0,335.0,10.0,4.0,12.0,372.0,45.0,7369.0
5043,Izzo,Male,1988-08-06T00:00:00+00:00,Lithuania,2007-06-01T00:00:00+00:00,78.7,7.47,1.0,339.0,1.0,17.0,5.0,363.0,0.0,4506.0
5044,shemica,Female,,Earth,2007-06-01T00:00:00+00:00,47.7,8.04,0.0,151.0,9.0,0.0,0.0,160.0,2.0,2847.0
5045,Rochelle,Female,1992-02-10T00:00:00+00:00,"Utrecht, The Netherlands",2007-06-01T00:00:00+00:00,62.2,7.5,11.0,85.0,2.0,0.0,18.0,116.0,15.0,3680.0
5046,Kei0,,,,2007-06-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5047,Vesey,Female,1989-10-02T00:00:00+00:00,"Jacksonville, Florida",2007-06-01T00:00:00+00:00,91.5,6.71,30.0,400.0,7.0,37.0,33.0,507.0,52.0,5530.0
5048,Kraid773,Male,,,2007-06-01T00:00:00+00:00,51.6,7.86,2.0,70.0,8.0,2.0,15.0,97.0,34.0,2999.0
5049,ledux,,,,2007-06-01T00:00:00+00:00,4.9,8.9,3.0,8.0,1.0,2.0,0.0,14.0,0.0,292.0
5050,Nuge,Male,,Chicago,2007-06-01T00:00:00+00:00,43.6,7.14,8.0,77.0,37.0,6.0,35.0,163.0,0.0,2542.0
5051,silophysis,,,,2007-06-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5052,qone,Male,,,2007-06-01T00:00:00+00:00,66.2,6.72,17.0,302.0,6.0,148.0,33.0,506.0,6.0,3857.0
5053,Neoner,,,,2007-06-01T00:00:00+00:00,1.7,8.45,1.0,10.0,0.0,0.0,0.0,11.0,0.0,92.0
5054,Alden,Female,1993-03-27T00:00:00+00:00,"Manhattan, New York",2007-06-01T00:00:00+00:00,9.7,9.6,18.0,23.0,1.0,3.0,44.0,89.0,0.0,571.0
5055,Nuriko,,,,2007-06-01T00:00:00+00:00,154.0,8.0,21.0,66.0,0.0,0.0,0.0,87.0,254.0,9339.0
5056,J-Bob,,,,2007-06-01T00:00:00+00:00,23.1,8.67,1.0,2.0,0.0,0.0,0.0,3.0,50.0,1329.0
5057,Sogekingu,Female,,,2007-06-01T00:00:00+00:00,52.6,7.15,10.0,45.0,2.0,5.0,3.0,65.0,13.0,3195.0
5058,Yunaura,Female,,California,2007-06-01T00:00:00+00:00,140.8,0.0,66.0,361.0,30.0,3.0,19.0,479.0,166.0,8217.0
5059,Anata,Male,,,2007-06-01T00:00:00+00:00,168.0,6.45,1.0,641.0,0.0,1.0,3.0,646.0,8.0,9840.0
5060,myu_chan,,,,2007-06-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5061,exile_dude,Male,,,2007-06-01T00:00:00+00:00,8.4,7.88,6.0,22.0,13.0,0.0,2.0,43.0,20.0,435.0
5062,FightDaPower1337,Male,1988-01-12T00:00:00+00:00,"Boston, Massachusetts",2007-06-01T00:00:00+00:00,39.8,7.67,8.0,72.0,9.0,4.0,38.0,131.0,2.0,2362.0
5063,JackCox,Male,1987-11-20T00:00:00+00:00,"Toronto, Ontario",2007-06-01T00:00:00+00:00,179.7,8.32,12.0,551.0,138.0,6.0,82.0,789.0,33.0,10663.0
5064,thousandmistress,,,,2007-06-01T00:00:00+00:00,39.1,9.67,0.0,6.0,0.0,0.0,0.0,6.0,42.0,2324.0
5065,Glitch3d,,,,2007-06-01T00:00:00+00:00,12.2,9.29,3.0,11.0,0.0,0.0,0.0,14.0,0.0,729.0
5066,PLayer1,,,,2007-06-02T00:00:00+00:00,1.5,8.25,3.0,0.0,2.0,0.0,1.0,6.0,1.0,88.0
5067,mza325,,,,2007-06-02T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5068,GeekishWolf,,,,2007-06-02T00:00:00+00:00,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5069,HellHound,Male,1982-03-26T00:00:00+00:00,,2007-06-02T00:00:00+00:00,7.0,6.82,8.0,20.0,22.0,19.0,13.0,82.0,0.0,445.0
5070,Kurotani,Female,1989-03-15T00:00:00+00:00,"Panevezys, Lithuania",2007-06-02T00:00:00+00:00,23.1,7.24,2.0,36.0,2.0,0.0,2.0,42.0,0.0,1350.0
5071,pandapanda,,,,2007-06-02T00:00:00+00:00,26.7,8.39,10.0,71.0,1.0,6.0,0.0,88.0,0.0,1602.0
5072,kaos_dawn,Female,1988-07-07T00:00:00+00:00,"Bucharest, Romania, Backwater Europe",2007-06-02T00:00:00+00:00,8.4,9.45,32.0,39.0,0.0,1.0,0.0,72.0,8.0,487.0
5073,koneko-shoujo,,,,2007-06-02T00:00:00+00:00,4.2,7.8,0.0,5.0,0.0,0.0,0.0,5.0,12.0,325.0
5074,ofeku,,,,2007-06-02T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5075,gold,,,,2007-06-02T00:00:00+00:00,1.0,9.5,3.0,1.0,0.0,0.0,6.0,10.0,0.0,57.0
5076,Kichiro,Male,1991-12-01T00:00:00+00:00,"New York, New York",2007-06-02T00:00:00+00:00,40.5,7.47,10.0,77.0,2.0,0.0,0.0,89.0,0.0,2342.0
5077,shouri,Female,1992-10-31T00:00:00+00:00,"Rehovot, Israel",2007-06-02T00:00:00+00:00,153.6,7.23,12.0,490.0,25.0,47.0,131.0,705.0,69.0,9407.0
5078,stef22,,,,2007-06-02T00:00:00+00:00,0.9,7.5,0.0,1.0,0.0,0.0,7.0,8.0,1.0,52.0
5079,Blood_Wolf,,,,2007-06-02T00:00:00+00:00,10.4,7.7,1.0,43.0,1.0,1.0,3.0,49.0,0.0,622.0
5080,nini_onegai,,,,2007-06-02T00:00:00+00:00,133.1,7.14,15.0,497.0,14.0,16.0,52.0,594.0,0.0,8056.0
5081,estevam,Male,1986-08-18T00:00:00+00:00,Brasil,2007-06-02T00:00:00+00:00,361.1,7.05,3.0,1247.0,0.0,0.0,238.0,1488.0,0.0,21627.0
5082,IceboundStar,Female,1991-09-18T00:00:00+00:00,Recently moved to Telford UK :),2007-06-02T00:00:00+00:00,94.5,8.68,1.0,71.0,15.0,1.0,99.0,187.0,48.0,5683.0
5083,erojunin,Male,1986-12-18T00:00:00+00:00,"Jacarei, Sao Paulo",2007-06-02T00:00:00+00:00,17.4,7.58,7.0,46.0,8.0,8.0,13.0,82.0,19.0,1030.0
5084,midnighty,Female,,,2007-06-02T00:00:00+00:00,22.2,8.04,14.0,35.0,0.0,0.0,14.0,63.0,0.0,1336.0
5085,MAD8207,,,,2007-06-02T00:00:00+00:00,18.6,7.14,0.0,21.0,0.0,1.0,0.0,22.0,4.0,1118.0
5086,Zerahiayah,Male,1985-03-25T00:00:00+00:00,Sweden,2007-06-02T00:00:00+00:00,212.5,7.67,52.0,671.0,48.0,18.0,240.0,1029.0,88.0,12802.0
5087,Dibria,Male,1989-02-07T00:00:00+00:00,,2007-06-02T00:00:00+00:00,72.1,9.42,4.0,187.0,3.0,32.0,3.0,229.0,47.0,4287.0
5088,Maudiej,,,,2007-06-02T00:00:00+00:00,10.9,8.87,5.0,10.0,0.0,0.0,1.0,16.0,1.0,644.0
5089,glOrmg,Female,1992-12-30T00:00:00+00:00,,2007-06-02T00:00:00+00:00,9.3,8.39,52.0,32.0,2.0,0.0,3.0,89.0,0.0,620.0
5090,DeHydraFusion,Male,1988-10-05T00:00:00+00:00,,2007-06-02T00:00:00+00:00,46.1,7.86,4.0,50.0,6.0,0.0,10.0,70.0,0.0,2747.0
5091,Naruto614,Male,,,2007-06-02T00:00:00+00:00,21.3,10.0,24.0,7.0,3.0,1.0,0.0,35.0,0.0,1299.0
5092,anime-hime12,Female,1993-10-31T00:00:00+00:00,,2007-06-02T00:00:00+00:00,15.0,8.14,4.0,28.0,5.0,2.0,0.0,39.0,0.0,901.0
5093,Sunfizz98,,,,2007-06-02T00:00:00+00:00,45.8,7.59,26.0,150.0,87.0,15.0,184.0,462.0,15.0,2887.0
5094,maiju,,,,2007-06-02T00:00:00+00:00,5.8,9.17,4.0,2.0,2.0,0.0,1.0,9.0,3.0,353.0
5095,P-chan,Male,1983-09-27T00:00:00+00:00,Poland,2007-06-02T00:00:00+00:00,195.1,8.54,7.0,163.0,0.0,0.0,23.0,193.0,218.0,11455.0
5096,dun-dun,Female,1992-06-11T00:00:00+00:00,,2007-06-02T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5097,Ai-Haibara,Female,,,2007-06-02T00:00:00+00:00,107.0,7.25,20.0,306.0,72.0,40.0,73.0,511.0,74.0,6454.0
5098,ubbi,,,,2007-06-02T00:00:00+00:00,73.4,0.0,1.0,255.0,9.0,2.0,0.0,267.0,0.0,4238.0
5099,thatoneguy,,,,2007-06-02T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5100,mati-chan,Female,1987-03-21T00:00:00+00:00,,2007-06-02T00:00:00+00:00,25.2,7.56,2.0,57.0,12.0,16.0,66.0,153.0,2.0,1473.0
5101,KonohaShinobi,Male,1993-05-20T00:00:00+00:00,"Indianapolis, Indiana",2007-06-02T00:00:00+00:00,31.3,8.6,13.0,48.0,0.0,0.0,100.0,161.0,4.0,1856.0
5102,Xnopex,,,uk,2007-06-02T00:00:00+00:00,33.1,6.94,0.0,68.0,5.0,39.0,29.0,141.0,21.0,1886.0
