anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
613,Onmyou Taisenki,The Chronicle of the Big Battle between Yin and Yang,陰陽大戦記,7.11,"Adventure, Fantasy, Supernatural","All his life, Riku Tachibana has been raised by his grandfather. For some reason, the old man has always been fond of strange hand gestures, and they've rubbed off on Riku, who performs them almost subconsciously, to his classmates' great amusement. One day, however, it suddenly becomes clear to Riku what his grandfather has been surreptitiously teaching him. And the teachings could mean the difference between life and death for Riku. 

(Source: ANN)",TV,52.0,"Nov 30, 2004 to Sep 29, 2005",fall 2004,Finished Airing,UNKNOWN,UNKNOWN,Sunrise,Manga,23 min per ep,PG-13 - Teens 13 or older,3495.0,7380,31,1969.0,6097,https://cdn.myanimelist.net/images/anime/1971/100952.jpg
614,Okusama wa Mahou Shoujo,Madam is a Magical Girl,奥さまは魔法少女,6.4,"Fantasy, Romance","Ureshiko Asaba, 26 years old, married. Few people know the fact that she is a magical girl named ""Agnes"", and she is actually the guardian of the town where she lives. One day she meets Sayaka Kurenai, aka ""Cruje"", another magical girl appointed by the magic realm as the legitimate sucessor to her position, but Agnes is reluctant in letting her assume because she knows that Cruje has orders to erase the whole place, including its human inhabitants with the purpose of creating a new one. To complicate matters, Ureshiko must deal with the growing distance between her and her husband, Tamotsu, her crescent feelings for Tatsumi Kagura, a young man who is now living as a tenant in her home, and the fact that in the moment she ever kisses a common human, she would lose her powers forever. 

(Source: ANN)",TV,13.0,"Jul 4, 2005 to Sep 26, 2005",summer 2005,Finished Airing,"Media Factory, Amber Film Works",UNKNOWN,J.C.Staff,Original,24 min per ep,PG-13 - Teens 13 or older,6856.0,6159,13,2731.0,9565,https://cdn.myanimelist.net/images/anime/9/19126.jpg
615,Nurse Witch Komugi-chan Magikarte,UNKNOWN,ナースウィッチ小麦ちゃんマジカルて,6.64,Comedy,"Ungrar, the King of Viruses, has escaped from his prison cell in Vaccine World. Maya, the Goddess of Vaccine World sends Mugimaru down to Earth to find a human to accept the powers of Vaccine World and become the Magical Nurse. He finds the best (and the only willing) person for the job when he meets Komugi Nakahara. Komugi is a playful, lazy, and easily distracted (typical) teenager whose dream is to become a cosplay idol. Balancing her career with the Kiri-Pro Promotion Company and her new job battling Ungrar's loyal henchman, the Magical Maid Koyori, Komugi delights audiences in this parody anime series. 

(Source: ANN)",OVA,5.0,"Aug 23, 2002 to Apr 2, 2004",UNKNOWN,Finished Airing,"Rondo Robe, Pioneer LDC, Toshiba Entertainment, Toshiba Digital Frontiers",ADV Films,"Kyoto Animation, Tatsunoko Production",Original,24 min per ep,PG-13 - Teens 13 or older,5622.0,4916,66,5921.0,16860,https://cdn.myanimelist.net/images/anime/5/77618.jpg
616,Nurse Angel Ririka SOS,UNKNOWN,ナースエンジェルりりかＳＯＳ,7.29,"Drama, Fantasy","The Evil Forces of Dark Joker are closing in on our planet after having destroyed the beautiful planet of Queen Earth. Now, 10 year old Moriya Ririka, with the help of her childhood friend Seiya and the mysterious Kanon, must transform into the Nurse Angel and find the elusive Flower of Life, the only way to defeat the evil forces. The Flower of Life, that once bloomed all over the Earth, is where no one thought it ever would be. And Ririka must make the hardest decision of her life in order to acquire it and rid the universe of evil once and for all. 

(Source: ANN)",TV,35.0,"Jul 7, 1995 to Mar 29, 1996",summer 1995,Finished Airing,"TV Tokyo, Nihon Ad Systems",UNKNOWN,Gallop,Manga,24 min per ep,PG - Children,2576.0,8345,35,1125.0,4490,https://cdn.myanimelist.net/images/anime/10/10506.jpg
617,Juubee Ninpuuchou,Ninja Scroll,獣兵衛忍風帖,7.61,"Adventure, Fantasy, Horror, Romance, Supernatural","Jubei Kibagami wanders feudal Japan as an itinerant swordsman-for-hire. After a past betrayal left him masterless, he has no more patience for warring political factions and their schemes. Unfortunately, both past and political intrigue collide when he meets and saves a female ninja named Kagero from a man with the ability to make his body as hard as stone.

The sole survivor of a ninja clan, Kagero continues her team's last mission: investigate a mysterious plague that wiped out an entire village. Jubei wants nothing to do with this, but the stone-like man's allies, a group of ninja with supernatural powers known as the Devils of Kimon, make that option difficult. To make matters worse, a government spy poisons Jubei, promising him an antidote if he can unravel the true intentions of the Devils of Kimon and their connection to the plague. The trail leads to shadow leaders, a plot to overthrow the government, and a man that Jubei thought he would never see again.",Movie,1.0,"Jun 5, 1993",UNKNOWN,Finished Airing,Movic,"Sentai Filmworks, Manga Entertainment",Madhouse,Original,1 hr 31 min,R+ - Mild Nudity,1365.0,1559,1086,66810.0,133493,https://cdn.myanimelist.net/images/anime/1834/116568.jpg
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,Ninja Scroll: The Series,獣兵衛忍風帖「龍宝玉篇」,6.67,"Adventure, Horror, Supernatural","Fourteen years after defeating the immortal warrior Himuro Genma and thwarting the Shogun of the Dark's evil plans, Kibagami Jubei continues to roam all over Japan as a masterless swordsman. During his journey, he meets Shigure, a priestess who has never seen the world outside her village. But when a group of demons destroys the village and kills everyone, Jubei becomes a prime target after acquiring the Dragon Jewel—a stone with an unknown origin. Meanwhile, Shigure—along with the monk Dakuan and a young thief named Tsubute—travels to the village of Yagyu. And with two demon clans now hunting down Shigure, Dakuan must once again acquire the services of Jubei to protect the Priestess of Light.

(Source: ANN)",TV,13.0,"Apr 15, 2003 to Jul 15, 2003",spring 2003,Finished Airing,Studio Take Off,"Discotek Media, Urban Vision",Madhouse,Original,24 min per ep,R - 17+ (violence & profanity),5506.0,3217,90,17396.0,41489,https://cdn.myanimelist.net/images/anime/1898/103439.jpg
619,Ninja Ryuukenden,UNKNOWN,忍者龍剣伝,5.63,"Action, Sci-Fi, Supernatural, Suspense","On a dark, late night in New York City, Ryu is chased and attacked by assassins. After disposing of them, he finds an I.D. card for the Friedman Company. The next day, it is announced that Dr. Ned Friedman has discovered a cure for cancer. But after providing no information at his press conference, a reporter named Sarah decides to investigate with the help of her friends Robert and Jeff. When passing by Dr. Friedman's house one day, Ryu hears the voice of a young girl calling for help. When Sarah and her entourage investigate the house as well, they run into their colleague, Ryu. Upon that, they discover Dr. Friedman has been conducting experiments on live humans using biotechnology, and that it may have something to do with the power of the Evil Gods, whom Ryu had defeated in the past. But when Ryu's friend, Irene, is kidnapped, he must dawn his role as a Dragon Ninja once again to defeat this new enemy and save her. 

(Source: ANN)",OVA,1.0,"Nov 22, 1991",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Studio Junio,Game,48 min,R - 17+ (violence & profanity),10359.0,8220,4,2121.0,4682,https://cdn.myanimelist.net/images/anime/5/69415.jpg
620,Takahashi Rumiko Gekijou Ningyo no Mori,Mermaid Forest,高橋留美子劇場 人魚の森,7.02,"Drama, Fantasy, Horror, Mystery","According to an ancient legend, mermaid's flesh can grant immortality if eaten. 500 years ago, Yuta unknowingly ate a piece of mermaid's flesh. For centuries, he travels across Japan, hoping to find a mermaid, thinking she may be able to make him a normal human again. When he finally finds one, he discovers that she and her companions have been raising a girl to be their food so they can eat her and take on her youthful looks. That is how mermaids stay young. Yuta kills the mermaids and rescues her, but she has already eaten some of the mermaid's flesh. Although he had to kill the mermaids, Yuta isn't too disappointed. Yuta's once lonely existence is now over, as he has found a companion in Mana. And Mana, who had been trapped in a small hut her whole life, finds delight in even the simplest of things. Together, Yuta and Mana attempt to seek out more mermaids, trying to become normal humans again. 

(Source: ANN)",TV,13.0,"Oct 5, 2003 to Dec 21, 2003",fall 2003,Finished Airing,TV Tokyo,Geneon Entertainment USA,TMS Entertainment,Manga,24 min per ep,R - 17+ (violence & profanity),3919.0,4026,86,9188.0,26549,https://cdn.myanimelist.net/images/anime/4/21590.jpg
621,Night Walker: Mayonaka no Tantei,Nightwalker: The Midnight Detective,Night Walker -真夜中の探偵-,6.92,"Action, Horror, Mystery","Shido Tatsuhiko is not only a private eye... he is also a vampire with no real memory of his past. Joined by Yayoi Matsunaga, a female government agent, Riho Yamazaki, an orphaned teenage girl working as his girl Friday and Guni, a little green imp, Shido must face demonic creatures known as Nightbreed. Meanwhile, Cain, the vampire who made him what he is now, is seeking him...

(Source: ANN)",TV,12.0,"Jul 9, 1998 to Sep 23, 1998",summer 1998,Finished Airing,"Bandai Visual, BeSTACK, Half H.P Studio, Memory-Tech","Central Park Media, Discotek Media",AIC,Visual novel,25 min per ep,R+ - Mild Nudity,4325.0,4563,97,7139.0,20137,https://cdn.myanimelist.net/images/anime/12/31985.jpg
622,Natsu-iro no Sunadokei,Sandglass of Summer Colors,夏色の砂時計,6.45,"Drama, Romance, Sci-Fi","Makimura Koutarou has made up his mind: during the summer vacation, he is going to confess his love to the seemingly unapproachable Serizawa Kaho. Yet, on the night before, he has a run-in with a strange girl - an encounter which propels him into the future. There, he learns that not only has Kaho-chan become his girlfriend, but she has also died in a tragic accident. Returning to his own time, Koutarou sets out to change the future and save his love.

(Source: ANN)",OVA,2.0,"May 21, 2004 to Jul 23, 2004",UNKNOWN,Finished Airing,KSS,UNKNOWN,"Picture Magic, Rikuentai",Visual novel,30 min per ep,PG-13 - Teens 13 or older,6622.0,6407,5,3572.0,8656,https://cdn.myanimelist.net/images/anime/12/75239.jpg
623,Shichinin no Nana,UNKNOWN,七人のナナ,6.84,"Adventure, Comedy, Romance","On the last Valentine's Day before her high school entrance exams, Nana Suzuki tries to build up the courage to confess to her longtime crush. However, when her chocolates are accidentally ruined, she rushes back to her house to make more—not realizing that the microwave has been turned into a strange invention by her grandfather. Suddenly, six additional copies of Nana appear, each possessing their own extreme personality and a crystal that grants them magic powers!

With her plans ruined, Nana vows to confess to her crush in her first year of high school. The only problem is that her crush is top student Yuuichi Kamichika, and following him to his elite high school will mean that she has to hit the books. With six new allies to help her, Nana begins to prepare for anything that the exam season might throw at her.",TV,25.0,"Jan 10, 2002 to Jun 27, 2002",winter 2002,Finished Airing,"TV Tokyo, Hal Film Maker, Genco, Asatsu DK, d-rights, AT-X, Studio Jack","Media Blasters, NYAV Post",A.C.G.T.,Manga,24 min per ep,PG-13 - Teens 13 or older,4678.0,7164,18,1622.0,6556,https://cdn.myanimelist.net/images/anime/4/35193.jpg
624,Mouse,UNKNOWN,マウス,5.98,"Action, Comedy, Ecchi","Teacher Sorata Muon carries on his family's centuries-old old tradition of being the master thief Mouse who can steal anything after properly alerting authorities of his intentions so they can be there yet fail to stop him. He is assisted by 3 nubile female assistants who also use the teaching cover and who, in typical Satoru Akahori, favor tight/skimpy/bondage outfits over their ample curves as they constantly pursue Sorata much more than he pursues them, although the girls do get some attention from their master. Not only is Mouse pursued by the girls &amp; the local law enforcement authorities, there is also a secret art protection society employing the services of a former ally of Sorata's after his pretty little hide, all in 15 minute episodes.",TV,12.0,"Jan 6, 2003 to Mar 24, 2003",winter 2003,Finished Airing,Broccoli,Media Blasters,Studio Deen,Manga,14 min per ep,R+ - Mild Nudity,8921.0,4532,34,8888.0,20410,https://cdn.myanimelist.net/images/anime/5/75507.jpg
625,Moekan The Animation,UNKNOWN,モエかん THE ANIMATION,5.42,"Comedy, Romance","An anarchistic country that is said to dominate the world exists on a vast island known as Moekko Island. This is where the final works of AC Company's android combat maids (resembling beautiful young girls) are done, also where these maids get there communication training. A new maid is to come to the island to be trained, Rinia, she is a young looking girl, who has lost her all of her memories, she tries very hard to impress the owner at Moekko island, but just ends up making a lot of trouble around the mansion. Takahiro, the owner of Moekko island, a depressive young man who has also lost his memories is seen as a very unhappy person who thinks Rinia will only be trouble around the mansion. As time passes, Takahiro slowly grows attached to Rinia's attempted ways of helping and so starts a beautiful relationship among the quiet island. 

(Source: ANN)",OVA,3.0,"Dec 19, 2003 to Jul 23, 2004",UNKNOWN,Finished Airing,KSS,UNKNOWN,UNKNOWN,Visual novel,31 min per ep,R+ - Mild Nudity,11037.0,9480,0,984.0,2999,https://cdn.myanimelist.net/images/anime/1008/131352.jpg
